Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,AnnualDiv,DividendYield,Signal
2021-02-16 00:00:00-05:00,126.41396336187151,127.97267635729065,125.40123461140163,127.38264465332031,12130600,0.0,0.0,,,0
2021-02-17 00:00:00-05:00,126.76619439814388,128.02549740382443,126.03527271911027,127.77892303466797,10810100,0.0,0.0,,,0
2021-02-18 00:00:00-05:00,126.81024077634005,128.3865566069132,126.28185939818664,128.21043395996094,10587800,0.0,0.0,,,0
2021-02-19 00:00:00-05:00,128.44818528078548,131.07244855889576,128.44818528078548,130.350341796875,11969800,0.0,0.0,,,0
2021-02-22 00:00:00-05:00,129.33760313507204,132.2612894153277,129.26715140620274,131.57440185546875,11488400,0.0,0.0,,,0
2021-02-23 00:00:00-05:00,133.4237230667867,134.1282269906219,131.732921711959,132.63116455078125,16234400,0.0,0.0,,,0
2021-02-24 00:00:00-05:00,132.19088995387958,135.40517241034922,132.19088995387958,134.96485900878906,15061400,0.0,0.0,,,0
2021-02-25 00:00:00-05:00,135.85426397456783,136.40904957327803,132.61355122726894,133.13311767578125,18127700,0.0,0.0,,,0
2021-02-26 00:00:00-05:00,132.3581564351311,132.86010651783965,129.02057470729503,129.60179138183594,19829200,0.0,0.0,,,0
2021-03-01 00:00:00-05:00,131.67129146229735,133.30925745672957,130.75543228406892,132.5343017578125,14845500,0.0,0.0,,,0
2021-03-02 00:00:00-05:00,132.16440297936796,133.66146507285126,131.9530478199277,132.10275268554688,14221700,0.0,0.0,,,0
2021-03-03 00:00:00-05:00,133.1771414490163,136.47949081450574,132.81609479739953,134.65660095214844,14324100,0.0,0.0,,,0
2021-03-04 00:00:00-05:00,134.39244568550905,135.9511587586921,130.87874019844833,132.587158203125,20093900,0.0,0.0,,,0
2021-03-05 00:00:00-05:00,134.92960039502665,135.1673733247868,130.3063110305166,132.89535522460938,18465100,0.0,0.0,,,0
2021-03-08 00:00:00-05:00,134.2691231432973,136.90220120814007,132.75444449267596,134.65660095214844,17133300,0.0,0.0,,,0
2021-03-09 00:00:00-05:00,133.4149427290409,135.83666611191126,131.93549634868072,133.70555114746094,16238800,0.0,0.0,,,0
2021-03-10 00:00:00-05:00,133.77601406436685,137.5186777867519,133.42375529870478,136.61163330078125,14342200,0.0,0.0,,,0
2021-03-11 00:00:00-05:00,135.713377914855,137.5098504259719,135.05290790620518,135.8983154296875,11771500,0.0,0.0,,,0
2021-03-12 00:00:00-05:00,138.13507740602657,138.81316359348986,136.55876183689412,137.50982666015625,12849500,0.0,0.0,,,0
2021-03-15 00:00:00-04:00,137.6859760242629,138.18792620521023,135.58127896116676,136.8229522705078,12101100,0.0,0.0,,,0
2021-03-16 00:00:00-04:00,135.69574733185925,136.1448754903237,134.02256219436296,135.1849822998047,12805600,0.0,0.0,,,0
2021-03-17 00:00:00-04:00,136.79654216308492,138.15271474460525,134.7799130237469,136.57638549804688,13952400,0.0,0.0,,,0
2021-03-18 00:00:00-04:00,138.78674419457553,142.38850341741934,138.35523236462657,138.8307647705078,21898500,0.0,0.0,,,0
2021-03-19 00:00:00-04:00,136.9462499343872,137.32492639353174,133.14194967070932,136.62042236328125,54418800,0.0,0.0,,,0
2021-03-22 00:00:00-04:00,134.55977555921893,135.59010728614075,132.63120074832742,132.94822692871094,19944800,0.0,0.0,,,0
2021-03-23 00:00:00-04:00,132.38457945317393,133.9608949292757,131.1781254836889,131.61843872070312,17076300,0.0,0.0,,,0
2021-03-24 00:00:00-04:00,132.0939847019035,134.89437072768226,131.9706975203402,132.6399688720703,13079800,0.0,0.0,,,0
2021-03-25 00:00:00-04:00,132.09398393621137,134.70944589313194,131.50396575377167,134.33958435058594,15608300,0.0,0.0,,,0
2021-03-26 00:00:00-04:00,135.8806963489371,136.89341163319352,134.33959969367083,136.57638549804688,16754400,0.0,0.0,,,0
2021-03-29 00:00:00-04:00,133.9609222687883,135.37873171882052,133.00984387026077,134.45407104492188,17570300,0.0,0.0,,,0
2021-03-30 00:00:00-04:00,136.0216122279378,137.2632857194948,135.51084710605508,136.03921508789062,13184300,0.0,0.0,,,0
2021-03-31 00:00:00-04:00,134.9824610258738,136.04802525732185,133.96093081738258,134.05780029296875,16736700,0.0,0.0,,,0
2021-04-01 00:00:00-04:00,133.7671540613046,135.43153753523129,133.45894286230686,135.36109924316406,16561500,0.0,0.0,,,0
2021-04-05 00:00:00-04:00,136.7695771370989,137.24792391986435,135.17512390505198,136.07864379882812,13508000,0.9,0.0,,,0
2021-04-06 00:00:00-04:00,135.34338627258592,136.66325274206028,134.51958652469784,135.12193298339844,13071600,0.0,0.0,,,0
2021-04-07 00:00:00-04:00,135.6180177908859,137.50479087520506,135.21939100403904,137.23904418945312,16903500,0.0,0.0,,,0
2021-04-08 00:00:00-04:00,136.4152421063897,137.7528152637231,134.91821553363113,137.4073486328125,12335500,0.0,0.0,,,0
2021-04-09 00:00:00-04:00,138.01857265982088,139.10811927013245,137.27449270723926,138.43490600585938,12122400,0.0,0.0,,,0
2021-04-12 00:00:00-04:00,137.81484675969273,139.29415347670954,137.80599349184453,138.14259338378906,12273400,0.0,0.0,,,0
2021-04-13 00:00:00-04:00,137.07958928218827,137.47820250896228,135.02449622153836,136.4949493408203,16113600,0.0,0.0,,,0
2021-04-14 00:00:00-04:00,134.17412369997368,136.26464334923372,133.69577701269915,133.94381713867188,19939600,0.0,0.0,,,0
2021-04-15 00:00:00-04:00,133.9792581192111,134.82077802890367,132.26964498283633,134.79420471191406,17694100,0.0,0.0,,,0
2021-04-16 00:00:00-04:00,136.30005719463355,136.86697703723948,135.25480422588066,135.79515075683594,13773400,0.0,0.0,,,0
2021-04-19 00:00:00-04:00,135.90145553896315,136.3089355462527,134.8384824334046,135.21937561035156,11900200,0.0,0.0,,,0
2021-04-20 00:00:00-04:00,134.41330150946425,134.42215477565736,131.67612841485172,132.225341796875,13716700,0.0,0.0,,,0
2021-04-21 00:00:00-04:00,130.91431003398407,133.41230942441723,130.02849694797544,133.3502960205078,12236700,0.0,0.0,,,0
2021-04-22 00:00:00-04:00,133.0756927480281,133.13770615036316,130.44482686805853,130.54226684570312,15256100,0.0,0.0,,,0
2021-04-23 00:00:00-04:00,130.37399184308134,133.87296510634272,129.93995198713216,133.04029846191406,14041900,0.0,0.0,,,0
2021-04-26 00:00:00-04:00,133.56293727139234,135.05111074398204,133.20861733414867,133.36805725097656,10799100,0.0,0.0,,,0
2021-04-27 00:00:00-04:00,133.31487295607891,134.2626994709646,132.96940638409265,133.97923278808594,12821200,0.0,0.0,,,0
2021-04-28 00:00:00-04:00,135.02449574710272,135.4319757547434,134.11210925837207,134.8473358154297,8943700,0.0,0.0,,,0
2021-04-29 00:00:00-04:00,136.0077603800353,137.54908030007192,135.70658711915246,137.4693603515625,12976900,0.0,0.0,,,0
2021-04-30 00:00:00-04:00,136.50382639352628,136.84929301824783,135.53827968446163,136.24693298339844,11705100,0.0,0.0,,,0
2021-05-03 00:00:00-04:00,137.1681943138854,137.72624749927576,135.64459436320922,135.84832763671875,11801100,0.0,0.0,,,0
2021-05-04 00:00:00-04:00,135.41428391570662,137.86799070565715,134.7676439479978,137.72625732421875,12977700,0.0,0.0,,,0
2021-05-05 00:00:00-04:00,138.1868699828571,140.2065231551377,136.9733101294216,139.53330993652344,10506700,0.0,0.0,,,0
2021-05-06 00:00:00-04:00,140.02048260692052,142.45646862151747,139.21438944541856,142.34130859375,13542400,0.0,0.0,,,0
2021-05-07 00:00:00-04:00,139.26756384566923,143.0588435723394,139.09040389437806,142.8285369873047,14257800,0.0,0.0,,,0
2021-05-10 00:00:00-04:00,143.0588328909906,145.03419255745274,142.72221954716377,142.81080627441406,14014300,0.0,0.0,,,0
2021-05-11 00:00:00-04:00,142.68678636476108,143.84719944929452,139.99390677160545,140.4368133544922,15451700,0.0,0.0,,,0
2021-05-12 00:00:00-04:00,141.38462721007508,142.42102689881787,139.09922782601342,139.4712677001953,14381700,0.0,0.0,,,0
2021-05-13 00:00:00-04:00,140.11794639863766,143.9003731117111,139.6750397325404,143.05885314941406,15395000,0.0,0.0,,,0
2021-05-14 00:00:00-04:00,143.84719831176548,145.67197125619887,143.49287845483252,145.28221130371094,10584000,0.0,0.0,,,0
2021-05-17 00:00:00-04:00,144.71532226907541,146.02633575533164,144.4141489748432,145.86688232421875,9886800,0.0,0.0,,,0
2021-05-18 00:00:00-04:00,145.87571576174525,146.6020890959109,143.71434284126835,143.81178283691406,11098100,0.0,0.0,,,0
2021-05-19 00:00:00-04:00,142.61593890422935,142.77537880766056,140.52541901068994,142.71337890625,13278900,0.0,0.0,,,0
2021-05-20 00:00:00-04:00,142.46536254882812,143.37774921702902,141.30494922420985,142.46536254882812,10426000,0.0,0.0,,,0
2021-05-21 00:00:00-04:00,142.9171303495358,144.5824638625723,142.56281039701048,144.08641052246094,10249000,0.0,0.0,,,0
2021-05-24 00:00:00-04:00,144.70646585051668,145.47711912087075,143.60805245751607,144.86590576171875,9440300,0.0,0.0,,,0
2021-05-25 00:00:00-04:00,145.1404922943869,146.77923853754592,143.11197258009204,143.36886596679688,12609100,0.0,0.0,,,0
2021-05-26 00:00:00-04:00,144.89248575586066,145.04307239258807,142.89053907791708,143.35116577148438,13058300,0.0,0.0,,,0
2021-05-27 00:00:00-04:00,145.22905593019766,145.93770911782013,144.00664303589514,145.58338928222656,15707500,0.0,0.0,,,0
2021-05-28 00:00:00-04:00,145.8757542594323,146.10607440979837,144.6179007668728,145.4860076904297,10291300,0.0,0.0,,,0
2021-06-01 00:00:00-04:00,146.92984101834662,147.85109437737117,146.58437438782184,147.08929443359375,9445400,0.0,0.0,,,0
2021-06-02 00:00:00-04:00,148.1611484544992,148.32060189939196,146.62869501535306,147.09817504882812,10498600,0.0,0.0,,,0
2021-06-03 00:00:00-04:00,146.52234357141742,148.15223638093144,145.85798376701862,147.195556640625,13354400,0.0,0.0,,,0
2021-06-04 00:00:00-04:00,147.23102016346556,147.63848667247194,146.1857535429855,147.43475341796875,8510800,0.0,0.0,,,0
2021-06-07 00:00:00-04:00,147.93079127034437,148.01937798905652,146.28317832392142,146.74380493164062,7267200,0.0,0.0,,,0
